agent,5235,1399,2519,1158,102.65,3.7190,16.68,3.1461,Noun,5209,1.00,Noun.Name,5209.2
aggression,143,109,134,105,2.80,2.1584,1.30,2.0414,Noun,143,1.00,Noun,143
aglet,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
agony,191,171,176,159,3.75,2.2833,2.04,2.2355,Noun,191,1.00,Noun,191
agreement,892,603,867,594,17.49,2.9509,7.19,2.7810,Noun,887,1.00,Noun,887
agriculture,56,40,26,19,1.10,1.7559,0.48,1.6128,Noun,56,1.00,Noun,56
aid,709,496,613,448,13.90,2.8513,5.91,2.6964,Noun,604,0.85,Noun.Verb.Preposition.Name,604.95.8.1
aide,103,81,87,70,2.02,2.0170,0.97,1.9138,Noun,103,1.00,Noun,103
aim,758,546,576,437,14.86,2.8802,6.51,2.7380,Verb,503,0.68,Verb.Noun,503.240
air,7090,3325,6023,3132,139.02,3.8507,39.64,3.5219,Noun,7043,1.00,Noun.Verb.Name,7043.27.3
airbag,20,14,20,14,0.39,1.3222,0.17,1.1761,Noun,20,1.00,Noun,20
aircraft,482,209,433,195,9.45,2.6839,2.49,2.3222,Noun,482,1.00,Noun,482
airfare,12,11,11,10,0.24,1.1139,0.13,1.0792,Noun,8,0.67,Noun.Verb.Name,8.3.1
airfield,118,69,86,58,2.31,2.0755,0.82,1.8451,Noun,118,1.00,Noun,118
airline,331,189,311,181,6.49,2.5211,2.25,2.2788,Noun,331,1.00,Noun,331
airmail,17,14,14,12,0.33,1.2553,0.17,1.1761,Noun,15,0.88,Noun.Verb,15.2
airman,30,11,9,7,0.59,1.4914,0.13,1.0792,Name,20,0.67,Name.Noun,20.10
airplane,557,354,507,332,10.92,2.7466,4.22,2.5502,Noun,542,0.98,Noun.Name,542.13
airport,1940,982,1710,910,38.04,3.2880,11.71,2.9926,Noun,1934,1.00,Noun.Name,1934.4
airship,30,13,30,13,0.59,1.4914,0.15,1.1461,Noun,30,1.00,Noun,30
airspace,82,51,81,51,1.61,1.9191,0.61,1.7160,Noun,82,1.00,Noun,82
alarm,1522,898,1422,855,29.84,3.1827,10.71,2.9538,Noun,1294,0.85,Noun.Verb,1294.226
alb,1,1,0,0,0.02,0.3010,0.01,0.3010,Name,1,1.00,Name,1
albatross,40,19,22,13,0.78,1.6128,0.23,1.3010,Noun,34,0.79,Noun.Verb.Name,34.6.3
album,522,273,488,262,10.24,2.7185,3.25,2.4378,Noun,522,1.00,Noun,522
alcohol,845,588,762,541,16.57,2.9274,7.01,2.7701,Noun,844,1.00,Noun,844
alcove,24,12,16,11,0.47,1.3979,0.14,1.1139,Noun,24,1.00,Noun,24
alder,5,5,2,2,0.10,0.7782,0.06,0.7782,Noun,5,1.00,Noun,5
ale,202,123,183,115,3.96,2.3075,1.47,2.0934,Noun,202,1.00,Noun,202
alert,1051,658,882,581,20.61,3.0220,7.84,2.8189,Adjective,559,0.53,Adjective.Verb.Noun,559.401.91
alfalfa,33,28,23,18,0.65,1.5315,0.33,1.4624,Noun,25,0.76,Noun.Name,25.8
algebra,90,69,67,51,1.76,1.9590,0.82,1.8451,Noun,74,0.82,Noun.Name,74.16
algorithm,27,20,23,19,0.53,1.4472,0.24,1.3222,Noun,27,1.00,Noun,27
alias,208,155,143,112,4.08,2.3201,1.85,2.1931,Noun,162,0.77,Noun.Preposition,162.48
alibi,426,249,417,241,8.35,2.6304,2.97,2.3979,Noun,428,1.00,Noun,428
alien,889,319,788,289,17.43,2.9494,3.80,2.5051,Adjective,520,0.59,Adjective.Noun,520.366
allegation,27,23,27,23,0.53,1.4472,0.27,1.3802,Noun,27,1.00,Noun,27
allergist,2,2,2,2,0.04,0.4771,0.02,0.4771,Noun,2,1.00,Noun,2
alley,831,562,718,516,16.29,2.9201,6.70,2.7505,Noun,828,1.00,Noun.Name,828.1
alliance,465,190,174,115,9.12,2.6684,2.27,2.2810,Noun,471,1.00,Noun,471
alligator,178,125,153,114,3.49,2.2529,1.49,2.1004,Noun,177,1.00,Noun,177
allocation,10,10,9,9,0.20,1.0414,0.12,1.0414,Noun,10,1.00,Noun,10
allowance,265,191,256,189,5.20,2.4249,2.28,2.2833,Noun,265,1.00,Noun.Name,265.1
alloy,52,45,50,43,1.02,1.7243,0.54,1.6628,Noun,52,1.00,Noun,52
almanac,43,27,17,13,0.84,1.6435,0.32,1.4472,Noun,43,1.00,Noun,43
almighty,446,327,145,120,8.75,2.6503,3.90,2.5159,Adjective,446,1.00,Adjective,446
almond,56,41,35,26,1.10,1.7559,0.49,1.6232,Noun,43,0.77,Noun.Name,43.13
alpaca,10,8,6,5,0.20,1.0414,0.10,0.9542,Noun,10,1.00,Noun,10
alpha,414,208,87,66,8.12,2.6180,2.48,2.3201,Noun,406,0.99,Noun.Name,406.4
alphabet,127,87,89,77,2.49,2.1072,1.04,1.9445,Noun,126,1.00,Noun,126
altar,259,181,257,180,5.08,2.4150,2.16,2.2601,Noun,260,1.00,Noun,260
alteration,36,28,34,28,0.71,1.5682,0.33,1.4624,Noun,36,1.00,Noun,36
alternative,476,407,462,398,9.33,2.6785,4.85,2.6107,Noun,340,0.71,Noun.Adjective,340.137
altitude,198,146,175,133,3.88,2.2989,1.74,2.1673,Noun,196,0.99,Noun.Name,196.1
alto,69,35,12,8,1.35,1.8451,0.42,1.5563,Name,57,0.83,Name.Noun,57.12
aluminium,12,10,10,8,0.24,1.1139,0.12,1.0414,Noun,12,1.00,Noun,12
aluminum,115,83,94,71,2.25,2.0645,0.99,1.9243,Noun,115,1.00,Noun,115
amazement,36,34,34,33,0.71,1.5682,0.41,1.5441,Noun,36,1.00,Noun,36
amazon,148,85,5,5,2.90,2.1732,1.01,1.9345,Name,110,0.76,Name.Noun,110.34
ambassador,689,226,306,157,13.51,2.8388,2.69,2.3560,Noun,636,0.92,Noun.Name,636.52
amber,473,122,72,40,9.27,2.6758,1.45,2.0899,Noun,303,0.64,Noun.Adjective.Name,303.166.1
ambience,37,35,37,35,0.73,1.5798,0.42,1.5563,Noun,38,1.00,Noun,38
ambiguity,14,13,14,13,0.27,1.1761,0.15,1.1461,Noun,14,1.00,Noun,14
ambition,273,233,257,221,5.35,2.4378,2.78,2.3692,Noun,273,1.00,Noun,273
ambulance,1143,727,1093,707,22.41,3.0584,8.67,2.8621,Noun,1142,1.00,Noun,1142
amendment,209,115,83,52,4.10,2.3222,1.37,2.0645,Noun,209,1.00,Noun,209
ammunition,300,193,283,187,5.88,2.4786,2.30,2.2878,Noun,300,1.00,Noun,300
amnesty,68,46,38,26,1.33,1.8388,0.55,1.6721,Noun,68,1.00,Noun,68
amount,1262,1012,1260,1010,24.75,3.1014,12.06,3.0056,Noun,1258,1.00,Noun.Verb,1258.3
amusement,191,146,178,142,3.75,2.2833,1.74,2.1673,Noun,191,1.00,Noun,191
anagram,26,20,25,20,0.51,1.4314,0.24,1.3222,Noun,26,1.00,Noun,26
analgesia,3,2,2,2,0.06,0.6021,0.02,0.4771,Noun,3,1.00,Noun,3
analog,12,10,11,9,0.24,1.1139,0.12,1.0414,Noun,11,0.92,Noun.Verb,11.1
analogue,5,3,5,3,0.10,0.7782,0.04,0.6021,Adjective,5,1.00,Adjective,5
analogy,58,58,58,58,1.14,1.7709,0.69,1.7709,Noun,58,1.00,Noun,58
analysis,563,432,524,411,11.04,2.7513,5.15,2.6365,Noun,562,1.00,Noun,562
analyst,177,109,171,107,3.47,2.2504,1.30,2.0414,Noun,177,1.00,Noun,177
anarchist,29,21,24,19,0.57,1.4771,0.25,1.3424,Noun,28,1.00,Noun,28
anarchy,103,71,71,62,2.02,2.0170,0.85,1.8573,Noun,103,1.00,Noun,103
anatomy,163,125,140,114,3.20,2.2148,1.49,2.1004,Noun,160,1.00,Noun,160
ancestor,86,56,75,53,1.69,1.9395,0.67,1.7559,Noun,86,1.00,Noun,86
anchovy,7,7,6,6,0.14,0.9031,0.08,0.9031,Noun,7,1.00,Noun,7
android,45,27,43,25,0.88,1.6628,0.32,1.4472,Noun,45,1.00,Noun,45
anesthesiologist,27,24,24,21,0.53,1.4472,0.29,1.3979,Noun,26,0.96,Noun.Name,26.1
anesthesiology,9,3,4,1,0.18,1.0000,0.04,0.6021,Name,5,0.56,Name.Noun,5.4
angel,3992,1112,1430,855,78.27,3.6013,13.26,3.0465,Noun,3828,0.96,Noun.Name,3828.160
anger,991,639,902,611,19.43,2.9965,7.62,2.8062,Noun,804,0.81,Noun.Verb.Name,804.175.12
angina,46,37,38,32,0.90,1.6721,0.44,1.5798,Noun,41,0.89,Noun.Name,41.5
angle,761,557,733,546,14.92,2.8820,6.64,2.7466,Noun,733,0.96,Noun.Verb,733.29
angora,21,9,11,8,0.41,1.3424,0.11,1.0000,Noun,21,1.00,Noun,21
angstrom,4,2,1,1,0.08,0.6990,0.02,0.4771,Name,3,0.75,Name.Noun,3.1
anguish,110,92,106,89,2.16,2.0453,1.10,1.9685,Noun,109,1.00,Noun,109
animal,2320,1372,2086,1281,45.49,3.3657,16.36,3.1377,Noun,2312,1.00,Noun.Adjective,2312.6
anime,6,5,5,5,0.12,0.8451,0.06,0.7782,Noun,6,1.00,Noun,6
anise,3,3,3,3,0.06,0.6021,0.04,0.6021,Noun,3,1.00,Noun,3
ankle,409,286,399,278,8.02,2.6128,3.41,2.4579,Noun,409,1.00,Noun,409
anklet,21,7,21,7,0.41,1.3424,0.08,0.9031,Noun,21,1.00,Noun,21
anniversary,939,452,908,442,18.41,2.9731,5.39,2.6561,Noun,931,1.00,Noun,931
announcement,525,440,516,434,10.29,2.7210,5.25,2.6444,Noun,524,1.00,Noun.Name,524.1
annual,367,314,314,271,7.20,2.5658,3.74,2.4983,Adjective,364,0.99,Adjective.Noun,364.3
answer,8986,4344,8076,4105,176.20,3.9536,51.79,3.6380,Verb,4857,0.54,Verb.Noun.Preposition,4857.4094.26
ant,273,111,200,95,5.35,2.4378,1.32,2.0492,Noun,249,0.92,Noun.Name,249.23
anteater,11,11,10,10,0.22,1.0792,0.13,1.0792,Noun,11,1.00,Noun,11
antecedent,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3,1.00,Adjective,3
antechamber,4,4,4,4,0.08,0.6990,0.05,0.6990,Noun,4,1.00,Noun,4
antelope,50,33,38,28,0.98,1.7076,0.39,1.5315,Noun,50,1.00,Noun,50
antennae,28,22,28,22,0.55,1.4624,0.26,1.3617,Noun,28,1.00,Noun,28
anterior,48,41,42,37,0.94,1.6902,0.49,1.6232,Adjective,48,1.00,Adjective,48
anthropology,67,50,59,44,1.31,1.8325,0.60,1.7076,Noun,67,1.00,Noun,67
antibody,13,9,12,8,0.25,1.1461,0.11,1.0000,Noun,13,1.00,Noun,13
anticipation,127,116,124,113,2.49,2.1072,1.38,2.0682,Noun,127,1.00,Noun,127
antigen,19,7,19,7,0.37,1.3010,0.08,0.9031,Noun,19,1.00,Noun,19
antique,309,248,296,238,6.06,2.4914,2.96,2.3962,Adjective,222,0.72,Adjective.Noun,222.87
antiquity,14,13,12,12,0.27,1.1761,0.15,1.1461,Noun,14,1.00,Noun,14
antler,15,13,14,12,0.29,1.2041,0.15,1.1461,Noun,15,1.00,Noun,15
anxiety,345,265,322,260,6.76,2.5391,3.16,2.4249,Noun,346,1.00,Noun,346
anybody,11573,4863,9361,4422,226.92,4.0635,57.98,3.6870,Pronoun,11556,1.00,Pronoun,11556
anyone,13018,5562,11462,5272,255.25,4.1146,66.31,3.7453,Pronoun,12998,1.00,Pronoun,12998
anything,46270,7929,41538,7827,907.25,4.6653,94.53,3.8993,Pronoun,45682,0.99,Pronoun.Adverb,45682.529
anywhere,4501,3133,4189,2987,88.25,3.6534,37.35,3.4961,Adverb,4495,1.00,Adverb,4495
apartment,4235,1774,4152,1755,83.04,3.6270,21.15,3.2492,Noun,4230,1.00,Noun,4230
ape,493,173,387,168,9.67,2.6937,2.06,2.2405,Noun,464,0.94,Noun.Verb.Name,464.22.7
aperitif,19,16,15,12,0.37,1.3010,0.19,1.2304,Noun,19,1.00,Noun,19
apology,804,636,741,590,15.76,2.9058,7.58,2.8041,Noun,802,1.00,Noun,802
app,8,7,7,6,0.16,0.9542,0.08,0.9031,Noun,6,0.75,Noun.Verb,6.2
apparatus,77,63,76,62,1.51,1.8921,0.75,1.8062,Noun,77,1.00,Noun,77
apparel,35,32,30,28,0.69,1.5563,0.38,1.5185,Noun,35,1.00,Noun,35
appeal,663,486,650,479,13.00,2.8222,5.79,2.6875,Noun,422,0.64,Noun.Verb,422.239
appearance,591,498,585,494,11.59,2.7723,5.94,2.6981,Noun,593,1.00,Noun,593
appellation,8,8,8,8,0.16,0.9542,0.10,0.9542,Noun,8,1.00,Noun,8
appendix,133,88,125,86,2.61,2.1271,1.05,1.9494,Noun,133,1.00,Noun,133
appetiser,3,3,3,3,0.06,0.6021,0.04,0.6021,Noun,3,1.00,Noun,3
appetite,456,389,450,384,8.94,2.6599,4.64,2.5911,Noun,456,1.00,Noun,456
appetizer,61,58,59,56,1.20,1.7924,0.69,1.7709,Noun,60,1.00,Noun,60
applause,576,362,460,309,11.29,2.7612,4.32,2.5599,Noun,574,1.00,Noun,574
apple,1207,689,878,560,23.67,3.0821,8.21,2.8388,Noun,1205,1.00,Noun,1205
applewood,2,1,2,1,0.04,0.4771,0.01,0.3010,Noun,2,1.00,Noun,2
appliance,41,34,39,32,0.80,1.6232,0.41,1.5441,Noun,41,1.00,Noun,41
application,510,354,503,351,10.00,2.7084,4.22,2.5502,Noun,510,1.00,Noun,510
appointment,1559,1058,1547,1057,30.57,3.1931,12.61,3.0249,Noun,1560,1.00,Noun,1560
appreciation,261,238,246,229,5.12,2.4183,2.84,2.3784,Noun,260,1.00,Noun,260
apprehension,39,38,36,36,0.76,1.6021,0.45,1.5911,Noun,39,1.00,Noun,39
approach,1070,804,1005,774,20.98,3.0298,9.59,2.9058,Noun,673,0.63,Noun.Verb,673.393
appropriation,8,5,8,5,0.16,0.9542,0.06,0.7782,Noun,8,1.00,Noun,8
approval,428,333,423,330,8.39,2.6325,3.97,2.5237,Noun,429,1.00,Noun,429
apricot,32,26,20,19,0.63,1.5185,0.31,1.4314,Noun,16,0.50,Noun.Adjective,16.16
apron,136,107,132,105,2.67,2.1367,1.28,2.0334,Noun,136,1.00,Noun,136
aquarium,141,85,125,77,2.76,2.1523,1.01,1.9345,Noun,140,1.00,Noun,140
aquifer,2,2,2,2,0.04,0.4771,0.02,0.4771,Noun,1,1.00,Noun,1
arcade,111,71,88,63,2.18,2.0492,0.85,1.8573,Noun,111,1.00,Noun,111
arch,188,117,107,85,3.69,2.2765,1.39,2.0719,Noun,138,0.73,Noun.Adjective,138.50
archaeologist,57,32,55,31,1.12,1.7634,0.38,1.5185,Noun,56,0.98,Noun.Name,56.1
archaeology,39,22,31,18,0.76,1.6021,0.26,1.3617,Noun,39,1.00,Noun,39
archeology,13,10,11,9,0.25,1.1461,0.12,1.0414,Noun,13,1.00,Noun,13
archer,278,55,25,15,5.45,2.4456,0.66,1.7482,Name,250,0.91,Name.Noun,250.26
architect,334,169,311,161,6.55,2.5250,2.01,2.2304,Noun,331,0.99,Noun.Name,331.2
architecture,162,119,139,104,3.18,2.2122,1.42,2.0792,Noun,162,1.00,Noun,162
archives,129,81,116,72,2.53,2.1139,0.97,1.9138,Noun,129,1.00,Noun,129
area,3821,2159,3663,2099,74.92,3.5823,25.74,3.3345,Noun,3817,1.00,Noun,3817
arena,185,116,154,95,3.63,2.2695,1.38,2.0682,Noun,156,0.84,Noun.Name,156.29
argument,867,702,857,698,17.00,2.9385,8.37,2.8470,Noun,867,1.00,Noun,867
arithmetic,78,65,73,63,1.53,1.8976,0.77,1.8195,Noun,78,1.00,Noun,78
ark,199,82,46,42,3.90,2.3010,0.98,1.9191,Noun,186,0.93,Noun.Name,186.13
arm,3336,1945,3239,1906,65.41,3.5234,23.19,3.2891,Noun,3260,0.98,Noun.Verb,3260.73
armadillo,154,21,22,11,3.02,2.1903,0.25,1.3424,Name,98,0.64,Name.Noun,98.55
armament,25,22,22,20,0.49,1.4150,0.26,1.3617,Noun,24,0.96,Noun.Name,24.1
armchair,21,19,21,19,0.41,1.3424,0.23,1.3010,Noun,21,1.00,Noun,21
armoire,8,8,8,8,0.16,0.9542,0.10,0.9542,Noun,8,1.00,Noun,8
armor,372,197,351,190,7.29,2.5717,2.35,2.2967,Noun,369,0.99,Noun.Name,369.4
armour,86,60,80,57,1.69,1.9395,0.72,1.7853,Noun,74,0.86,Noun.Verb,74.12
armpit,64,47,50,42,1.25,1.8129,0.56,1.6812,Noun,64,1.00,Noun,64
armrest,8,6,8,6,0.16,0.9542,0.07,0.8451,Adjective,8,1.00,Adjective,8
army,4370,1506,2796,1138,85.69,3.6406,17.95,3.1781,Noun,4363,1.00,Noun.Name,4363.1
arrangement,482,386,480,385,9.45,2.6839,4.60,2.5877,Noun,482,1.00,Noun,482
array,108,48,78,48,2.12,2.0374,0.57,1.6902,Noun,108,1.00,Noun,108
arrest,3037,1691,2759,1608,59.55,3.4826,20.16,3.2284,Noun,1701,0.56,Noun.Verb.Name,1701.1334.2
arrival,422,354,410,345,8.27,2.6263,4.22,2.5502,Noun,422,1.00,Noun,422
arrogance,144,128,136,123,2.82,2.1614,1.53,2.1106,Noun,144,1.00,Noun,144
arrow,400,197,287,177,7.84,2.6031,2.35,2.2967,Noun,359,0.90,Noun.Name,359.41
art,3611,1601,2890,1422,70.80,3.5577,19.09,3.2047,Noun,3484,0.97,Noun.Name.Verb,3484.87.27
artery,271,181,266,177,5.31,2.4346,2.16,2.2601,Noun,271,1.00,Noun,271
arthur,1687,337,5,3,33.08,3.2274,4.02,2.5289,Name,1679,1.00,Name.Verb.Noun,1679.3.2
artichoke,28,23,26,21,0.55,1.4624,0.27,1.3802,Noun,20,0.71,Noun.Verb.Name,20.7.1
article,998,553,953,531,19.57,2.9996,6.59,2.7435,Noun,995,1.00,Noun,995
artifact,56,30,55,30,1.10,1.7559,0.36,1.4914,Noun,52,0.93,Noun.Verb,52.4
artist,1460,775,1418,760,28.63,3.1647,9.24,2.8899,Noun,1458,1.00,Noun,1458
ascend,47,33,43,31,0.92,1.6812,0.39,1.5315,Verb,47,1.00,Verb,47
ascent,16,14,16,14,0.31,1.2304,0.17,1.1761,Noun,16,1.00,Noun,16
