Word,FREQcount,CDcount,FREQlow,Cdlow,SUBTLWF,Lg10WF,SUBTLCD,Lg10CD,Dom_PoS_SUBTLEX,Freq_dom_PoS_SUBTLEX,Percentage_dom_PoS,All_PoS_SUBTLEX,All_freqs_SUBTLEX,Adjective_freq
authoritarian,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
awapuhi,7,2,3,2,0.14,0.9031,0.02,0.4771,Noun,3.0,0.43,Noun.Adjective.Name,3.3.1,3
aweary,4,4,4,4,0.08,0.699,0.05,0.699,Adjective,3.0,0.75,Adjective.Noun,3.1,3
backing,324,278,305,267,6.35,2.5119,3.31,2.4456,Verb,266.0,0.82,Verb.Noun.Adjective,266.55.3,3
bacterian,3,1,0,0,0.06,0.6021,0.01,0.301,Adjective,3.0,1.0,Adjective,3,3
bagged,95,83,91,79,1.86,1.9823,0.99,1.9243,Verb,92.0,0.97,Verb.Adjective,92.3,3
bagging,43,38,42,37,0.84,1.6435,0.45,1.5911,Verb,38.0,0.88,Verb.Adjective.Noun,38.3.2,3
bal,15,9,1,1,0.29,1.2041,0.11,1.0,Name,9.0,0.6,Name.Noun.Adjective,9.3.3,3
balletic,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
baronial,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
barricaded,25,25,20,20,0.49,1.415,0.3,1.415,Verb,22.0,0.88,Verb.Adjective,22.3,3
bated,4,3,4,3,0.08,0.699,0.04,0.6021,Adjective,3.0,0.75,Adjective.Verb,3.1,3
beatific,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
beery,16,3,0,0,0.31,1.2304,0.04,0.6021,Name,13.0,0.81,Name.Adjective,13.3,3
bellied,5,5,5,5,0.1,0.7782,0.06,0.7782,Adjective,3.0,0.6,Adjective.Verb,3.2,3
bemused,3,3,2,2,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
benjy,33,5,0,0,0.65,1.5315,0.06,0.7782,Name,17.0,0.53,Name.Noun.Adjective,17.12.3,3
besieged,13,13,12,12,0.25,1.1461,0.15,1.1461,Verb,10.0,0.77,Verb.Adjective,10.3,3
bewitching,15,14,14,14,0.29,1.2041,0.17,1.1761,Verb,12.0,0.8,Verb.Adjective,12.3,3
bi,45,39,32,30,0.88,1.6628,0.46,1.6021,Noun,37.0,0.84,Noun.Name.Adjective,37.4.3,3
biggy,6,5,1,1,0.12,0.8451,0.06,0.7782,Name,3.0,0.5,Name.Adjective,3.3,3
bigheaded,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
biliary,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
billable,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
billowy,3,2,3,2,0.06,0.6021,0.02,0.4771,Adjective,3.0,1.0,Adjective,3,3
bingy,11,1,0,0,0.22,1.0792,0.01,0.301,Name,8.0,0.73,Name.Adjective,8.3,3
bioluminescent,3,3,1,1,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
biomedical,4,4,1,1,0.08,0.699,0.05,0.699,Adjective,3.0,0.75,Adjective.Name,3.1,3
blamed,287,252,279,246,5.63,2.4594,3.0,2.4031,Verb,284.0,0.99,Verb.Adjective,284.3,3
blighted,6,6,6,6,0.12,0.8451,0.07,0.8451,Verb,3.0,0.5,Verb.Adjective,3.3,3
blitzed,10,10,9,9,0.2,1.0414,0.12,1.0414,Verb,6.0,0.6,Verb.Adjective.Name,6.3.1,3
blonder,3,3,2,2,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
bloodless,4,4,3,3,0.08,0.699,0.05,0.699,Adjective,3.0,0.75,Adjective.Name,3.1,3
blotchy,7,7,7,7,0.14,0.9031,0.08,0.9031,Noun,4.0,0.57,Noun.Adjective,4.3,3
blubbery,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
bobbed,9,8,6,5,0.18,1.0,0.1,0.9542,Verb,6.0,0.67,Verb.Adjective,6.3,3
bobbing,31,30,30,29,0.61,1.5051,0.36,1.4914,Verb,28.0,0.9,Verb.Adjective,28.3,3
bobsledder,5,1,5,1,0.1,0.7782,0.01,0.301,Adjective,3.0,0.6,Adjective.Verb,3.2,3
bobsledding,9,4,8,4,0.18,1.0,0.05,0.699,Verb,4.0,0.44,Verb.Adjective.Noun.Name,4.3.1.1,3
bonier,3,3,2,2,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
bootlegged,8,8,8,8,0.16,0.9542,0.1,0.9542,Verb,5.0,0.63,Verb.Adjective,5.3,3
bootless,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
breasted,6,6,6,6,0.12,0.8451,0.07,0.8451,Verb,3.0,0.5,Verb.Adjective,3.3,3
brilliantined,3,1,3,1,0.06,0.6021,0.01,0.301,Adjective,3.0,1.0,Adjective,3,3
broadminded,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
buccal,3,3,2,2,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
bucktoothed,8,7,7,6,0.16,0.9542,0.08,0.9031,Verb,5.0,0.63,Verb.Adjective,5.3,3
burg,28,24,27,23,0.55,1.4624,0.29,1.3979,Noun,24.0,0.86,Noun.Adjective.Name,24.3.1,3
butchering,16,16,16,16,0.31,1.2304,0.19,1.2304,Verb,12.0,0.75,Verb.Adjective.Noun,12.3.1,3
cabal,13,11,11,9,0.25,1.1461,0.13,1.0792,Noun,10.0,0.77,Noun.Adjective,10.3,3
calculative,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
callus,11,11,10,10,0.22,1.0792,0.13,1.0792,Noun,8.0,0.73,Noun.Adjective,8.3,3
camp,2612,1094,2309,1016,51.22,3.4171,13.04,3.0394,Noun,2366.0,0.91,Noun.Name.Verb.Adjective,2366.214.27.3,3
canaan,19,7,0,0,0.37,1.301,0.08,0.9031,Noun,13.0,0.68,Noun.Name.Adjective,13.3.3,3
canvassing,27,26,26,25,0.53,1.4472,0.31,1.4314,Verb,18.0,0.67,Verb.Noun.Adjective,18.6.3,3
capacious,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
capsular,3,2,3,2,0.06,0.6021,0.02,0.4771,Adjective,3.0,1.0,Adjective,3,3
captivated,23,21,22,20,0.45,1.3802,0.25,1.3424,Verb,20.0,0.87,Verb.Adjective,20.3,3
carbonaceous,3,2,3,2,0.06,0.6021,0.02,0.4771,Adjective,3.0,1.0,Adjective,3,3
carbonised,3,3,2,2,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
carded,11,10,11,10,0.22,1.0792,0.12,1.0414,Verb,8.0,0.73,Verb.Adjective,8.3,3
carpeted,10,10,10,10,0.2,1.0414,0.12,1.0414,Verb,7.0,0.7,Verb.Adjective,7.3,3
cashed,108,82,103,81,2.12,2.0374,0.98,1.9191,Verb,105.0,0.97,Verb.Adjective,105.3,3
castrating,6,6,5,5,0.12,0.8451,0.07,0.8451,Verb,3.0,0.5,Verb.Adjective,3.3,3
catchable,3,2,3,2,0.06,0.6021,0.02,0.4771,Adjective,3.0,1.0,Adjective,3,3
catched,20,14,20,14,0.39,1.3222,0.17,1.1761,Verb,15.0,0.83,Verb.Adjective,15.3,3
cavernous,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
cellmate,40,33,40,33,0.78,1.6128,0.39,1.5315,Noun,37.0,0.93,Noun.Adjective,37.3,3
centimeter,10,10,9,9,0.2,1.0414,0.12,1.0414,Noun,6.0,0.6,Noun.Adjective.Name,6.3.1,3
ceremonious,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
chal,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
challenged,206,175,202,172,4.04,2.316,2.09,2.2455,Verb,203.0,0.99,Verb.Adjective,203.3,3
chambered,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
changeless,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
channeled,5,4,4,3,0.1,0.7782,0.05,0.699,Adjective,3.0,0.6,Adjective.Verb,3.2,3
charley,564,61,10,8,11.06,2.752,0.73,1.7924,Name,393.0,0.7,Name.Noun.Adjective,393.167.3,3
charnel,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
charting,17,15,16,14,0.33,1.2553,0.18,1.2041,Verb,9.0,0.53,Verb.Noun.Adjective,9.5.3,3
cheesier,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
cheesiest,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
chere,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
chiller,3,2,3,2,0.06,0.6021,0.02,0.4771,Adjective,3.0,1.0,Adjective,3,3
chintzy,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
choleric,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
chowderheaded,3,1,1,1,0.06,0.6021,0.01,0.301,Adjective,3.0,1.0,Adjective,3,3
chromosomal,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
chronometric,3,2,3,2,0.06,0.6021,0.02,0.4771,Adjective,3.0,1.0,Adjective,3,3
cimmerian,3,2,0,0,0.06,0.6021,0.02,0.4771,Adjective,3.0,1.0,Adjective,3,3
circulating,51,51,51,51,1.0,1.716,0.61,1.716,Verb,46.0,0.9,Verb.Adjective.Noun,46.3.2,3
circumferential,3,3,2,2,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
cirrhotic,3,3,2,2,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
clanging,43,29,36,25,0.84,1.6435,0.35,1.4771,Verb,30.0,0.7,Verb.Name.Noun.Adjective,30.7.3.3,3
clawed,18,15,17,14,0.35,1.2788,0.18,1.2041,Verb,15.0,0.83,Verb.Adjective,15.3,3
clinking,44,25,42,23,0.86,1.6532,0.3,1.415,Verb,35.0,0.8,Verb.Noun.Adjective.Name,35.4.3.2,3
cliquey,3,2,3,2,0.06,0.6021,0.02,0.4771,Adjective,3.0,1.0,Adjective,3,3
closetful,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
clotting,27,21,27,21,0.53,1.4472,0.25,1.3424,Verb,19.0,0.7,Verb.Noun.Adjective,19.5.3,3
clucky,16,3,1,1,0.31,1.2304,0.04,0.6021,Name,13.0,0.81,Name.Adjective,13.3,3
clumsiest,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
cobby,27,2,0,0,0.53,1.4472,0.02,0.4771,Name,13.0,0.5,Name.Noun.Adjective,13.10.3,3
coddled,16,15,15,14,0.31,1.2304,0.18,1.2041,Verb,12.0,0.75,Verb.Adjective.Name,12.3.1,3
coldhearted,5,5,5,5,0.1,0.7782,0.06,0.7782,Adjective,3.0,0.6,Adjective.Verb,3.2,3
collectable,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
colloquial,3,3,2,2,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
commonest,3,2,3,2,0.06,0.6021,0.02,0.4771,Adjective,3.0,1.0,Adjective,3,3
commonsense,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
communicating,121,115,112,107,2.37,2.0864,1.37,2.0645,Verb,93.0,0.77,Verb.Noun.Adjective,93.25.3,3
compacted,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
comped,33,23,33,23,0.65,1.5315,0.27,1.3802,Verb,30.0,0.91,Verb.Adjective,30.3,3
compunctious,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
computing,22,19,18,15,0.43,1.3617,0.23,1.301,Noun,13.0,0.59,Noun.Verb.Adjective,13.6.3,3
concerted,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
conciliatory,3,2,3,2,0.06,0.6021,0.02,0.4771,Adjective,3.0,1.0,Adjective,3,3
concomitant,3,3,2,2,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
concussed,7,4,5,4,0.14,0.9031,0.05,0.699,Verb,4.0,0.57,Verb.Adjective,4.3,3
condensing,5,3,5,3,0.1,0.7782,0.04,0.6021,Adjective,3.0,0.6,Adjective.Verb,3.2,3
confounding,8,6,7,5,0.16,0.9542,0.07,0.8451,Verb,3.0,0.38,Verb.Adjective.Noun,3.3.2,3
congealed,7,7,6,6,0.14,0.9031,0.08,0.9031,Verb,4.0,0.57,Verb.Adjective,4.3,3
conic,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
conned,68,64,66,62,1.33,1.8388,0.76,1.8129,Verb,65.0,0.96,Verb.Adjective,65.3,3
constituted,16,16,16,16,0.31,1.2304,0.19,1.2304,Verb,13.0,0.81,Verb.Adjective,13.3,3
contested,6,6,6,6,0.12,0.8451,0.07,0.8451,Verb,3.0,0.5,Verb.Adjective,3.3,3
contiguous,3,2,3,2,0.06,0.6021,0.02,0.4771,Adjective,3.0,1.0,Adjective,3,3
contorted,5,5,5,5,0.1,0.7782,0.06,0.7782,Adjective,3.0,0.6,Adjective.Verb,3.2,3
contrasting,5,5,5,5,0.1,0.7782,0.06,0.7782,Adjective,3.0,0.6,Adjective.Verb,3.2,3
contributory,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
copulatory,3,2,3,2,0.06,0.6021,0.02,0.4771,Adjective,3.0,1.0,Adjective,3,3
cordoned,21,17,20,16,0.41,1.3424,0.2,1.2553,Verb,18.0,0.86,Verb.Adjective,18.3,3
corniest,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
cossack,19,10,1,1,0.37,1.301,0.12,1.0414,Noun,16.0,0.84,Noun.Adjective,16.3,3
costliest,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
cottony,3,3,2,2,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
counterintuitive,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
cracky,5,4,3,3,0.1,0.7782,0.05,0.699,Adjective,3.0,0.6,Adjective.Name,3.2,3
crafted,25,23,24,22,0.49,1.415,0.27,1.3802,Verb,22.0,0.88,Verb.Adjective,22.3,3
crappier,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
criminological,3,1,3,1,0.06,0.6021,0.01,0.301,Adjective,3.0,1.0,Adjective,3,3
crookedest,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
croupier,15,10,14,9,0.29,1.2041,0.12,1.0414,Noun,12.0,0.8,Noun.Adjective,12.3,3
crudest,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
crummiest,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
crusading,12,11,9,9,0.24,1.1139,0.13,1.0792,Verb,8.0,0.67,Verb.Adjective.Name,8.3.1,3
cryonic,3,2,3,2,0.06,0.6021,0.02,0.4771,Adjective,3.0,1.0,Adjective,3,3
crystallic,3,1,2,1,0.06,0.6021,0.01,0.301,Adjective,3.0,1.0,Adjective,3,3
cuddling,41,39,41,39,0.8,1.6232,0.46,1.6021,Verb,26.0,0.68,Verb.Noun.Adjective,26.9.3,3
cultureless,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
curricular,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
cutaneous,3,3,2,2,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
cyanic,3,2,2,2,0.06,0.6021,0.02,0.4771,Adjective,3.0,1.0,Adjective,3,3
dali,10,8,0,0,0.2,1.0414,0.1,0.9542,Name,4.0,0.4,Name.Noun.Adjective,4.3.3,3
dangling,66,60,61,56,1.29,1.8261,0.72,1.7853,Verb,64.0,0.96,Verb.Adjective,64.3,3
daric,19,1,0,0,0.37,1.301,0.01,0.301,Name,16.0,0.84,Name.Adjective,16.3,3
decimated,20,18,20,18,0.39,1.3222,0.21,1.2788,Verb,17.0,0.85,Verb.Adjective,17.3,3
deckhand,9,7,9,7,0.18,1.0,0.08,0.9031,Adverb,6.0,0.67,Adverb.Adjective,6.3,3
deepening,11,8,10,8,0.22,1.0792,0.1,0.9542,Verb,8.0,0.73,Verb.Adjective,8.3,3
deepwater,3,3,2,2,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
defamatory,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
deflated,8,8,7,7,0.16,0.9542,0.1,0.9542,Verb,5.0,0.63,Verb.Adjective,5.3,3
defrocked,13,8,12,7,0.25,1.1461,0.1,0.9542,Verb,9.0,0.69,Verb.Adjective.Name,9.3.1,3
demotic,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
densest,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
dependant,7,6,7,6,0.14,0.9031,0.07,0.8451,Noun,4.0,0.57,Noun.Adjective,4.3,3
dermatological,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
desolated,3,3,2,2,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
detoured,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
devalued,8,8,8,8,0.16,0.9542,0.1,0.9542,Verb,5.0,0.63,Verb.Adjective,5.3,3
dictating,37,34,34,31,0.73,1.5798,0.41,1.5441,Verb,33.0,0.89,Verb.Adjective.Noun,33.3.1,3
dielectric,3,2,3,2,0.06,0.6021,0.02,0.4771,Adjective,3.0,1.0,Adjective,3,3
diffused,12,8,12,8,0.24,1.1139,0.1,0.9542,Verb,9.0,0.75,Verb.Adjective,9.3,3
dimmest,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
diocesan,3,2,2,2,0.06,0.6021,0.02,0.4771,Adjective,3.0,1.0,Adjective,3,3
direst,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
discontinued,34,33,32,31,0.67,1.5441,0.39,1.5315,Verb,31.0,0.91,Verb.Adjective,31.3,3
discovered,1467,1133,1447,1123,28.76,3.1667,13.51,3.0546,Verb,1465.0,1.0,Verb.Adjective,1465.3,3
disdainful,3,3,2,2,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
disheveled,9,9,9,9,0.18,1.0,0.11,1.0,Verb,6.0,0.67,Verb.Adjective,6.3,3
dishwater,11,11,10,10,0.22,1.0792,0.13,1.0792,Noun,7.0,0.7,Noun.Adjective,7.3,3
disillusioning,6,6,6,6,0.12,0.8451,0.07,0.8451,Verb,3.0,0.5,Verb.Adjective,3.3,3
disinclined,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
disintegrating,13,10,12,9,0.25,1.1461,0.12,1.0414,Verb,10.0,0.77,Verb.Adjective,10.3,3
disobeyed,91,77,88,75,1.78,1.9638,0.92,1.8921,Verb,87.0,0.96,Verb.Adjective.Name,87.3.1,3
disrupted,43,42,43,42,0.84,1.6435,0.5,1.6335,Verb,40.0,0.93,Verb.Adjective,40.3,3
dissecting,25,21,23,19,0.49,1.415,0.25,1.3424,Verb,20.0,0.8,Verb.Adjective.Noun,20.3.2,3
dissident,9,9,9,9,0.18,1.0,0.11,1.0,Noun,6.0,0.67,Noun.Adjective,6.3,3
dissipated,18,18,18,18,0.35,1.2788,0.21,1.2788,Verb,15.0,0.83,Verb.Adjective,15.3,3
distilling,7,7,7,7,0.14,0.9031,0.08,0.9031,Verb,4.0,0.57,Verb.Adjective,4.3,3
distracted,377,327,364,326,7.39,2.5775,3.9,2.5159,Verb,374.0,0.99,Verb.Adjective,374.3,3
distributed,67,63,60,56,1.31,1.8325,0.75,1.8062,Verb,64.0,0.96,Verb.Adjective,64.3,3
ditsy,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
divers,81,51,69,45,1.59,1.9138,0.61,1.716,Noun,78.0,0.96,Noun.Adjective,78.3,3
divertive,3,1,3,1,0.06,0.6021,0.01,0.301,Adjective,3.0,1.0,Adjective,3,3
divvy,22,21,17,17,0.43,1.3617,0.25,1.3424,Noun,17.0,0.77,Noun.Adjective.Name,17.3.2,3
doctoring,26,22,26,22,0.51,1.4314,0.26,1.3617,Verb,12.0,0.46,Verb.Noun.Adjective,12.11.3,3
dolichocephalic,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
donated,136,123,132,120,2.67,2.1367,1.47,2.0934,Verb,132.0,0.98,Verb.Adjective,132.3,3
douane,3,1,0,0,0.06,0.6021,0.01,0.301,Adjective,3.0,1.0,Adjective,3,3
downloaded,77,66,70,62,1.51,1.8921,0.79,1.8261,Verb,74.0,0.96,Verb.Adjective,74.3,3
downstream,64,50,62,49,1.25,1.8129,0.6,1.7076,Adverb,61.0,0.95,Adverb.Adjective,61.3,3
drafted,119,101,114,99,2.33,2.0792,1.2,2.0086,Verb,116.0,0.97,Verb.Adjective,116.3,3
dread,128,104,110,98,2.51,2.1106,1.24,2.0212,Noun,67.0,0.53,Noun.Verb.Adjective.Name,67.55.3.1,3
drizzling,6,6,6,6,0.12,0.8451,0.07,0.8451,Verb,3.0,0.5,Verb.Adjective,3.3,3
dropping,826,685,780,657,16.2,2.9175,8.17,2.8363,Verb,821.0,0.99,Verb.Noun.Adjective,821.3.3,3
druidic,3,2,1,1,0.06,0.6021,0.02,0.4771,Adjective,3.0,1.0,Adjective,3,3
dumbfounded,7,7,7,7,0.14,0.9031,0.08,0.9031,Verb,4.0,0.57,Verb.Adjective,4.3,3
durant,30,6,1,1,0.59,1.4914,0.07,0.8451,Name,23.0,0.77,Name.Noun.Adjective,23.4.3,3
dysphoric,3,2,3,2,0.06,0.6021,0.02,0.4771,Adjective,3.0,1.0,Adjective,3,3
earthen,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
eatable,3,2,3,2,0.06,0.6021,0.02,0.4771,Adjective,3.0,1.0,Adjective,3,3
edematous,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
edifying,5,5,4,4,0.1,0.7782,0.06,0.7782,Adjective,3.0,0.6,Adjective.Verb,3.2,3
effectual,3,1,3,1,0.06,0.6021,0.01,0.301,Adjective,3.0,1.0,Adjective,3,3
effete,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
egalitarian,4,4,3,3,0.08,0.699,0.05,0.699,Adjective,3.0,0.75,Adjective.Noun,3.1,3
eggy,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
eidetic,3,3,2,2,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
eightfold,3,2,1,1,0.06,0.6021,0.02,0.4771,Adjective,3.0,1.0,Adjective,3,3
electrochemical,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
elephantine,4,4,4,4,0.08,0.699,0.05,0.699,Adjective,3.0,0.75,Adjective.Noun,3.1,3
emory,101,24,0,0,1.98,2.0086,0.29,1.3979,Name,88.0,0.87,Name.Noun.Adjective,88.10.3,3
emotive,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
employed,209,177,200,172,4.1,2.3222,2.11,2.2504,Verb,205.0,0.99,Verb.Adjective,205.3,3
empowered,37,34,37,34,0.73,1.5798,0.41,1.5441,Verb,34.0,0.92,Verb.Adjective,34.3,3
endogenous,3,2,3,2,0.06,0.6021,0.02,0.4771,Adjective,3.0,1.0,Adjective,3,3
endoplasmic,3,1,3,1,0.06,0.6021,0.01,0.301,Adjective,3.0,1.0,Adjective,3,3
energized,28,22,28,22,0.55,1.4624,0.26,1.3617,Verb,25.0,0.89,Verb.Adjective,25.3,3
enrolled,57,55,55,54,1.12,1.7634,0.66,1.7482,Verb,54.0,0.95,Verb.Adjective,54.3,3
enslaved,41,38,40,37,0.8,1.6232,0.45,1.5911,Verb,38.0,0.93,Verb.Adjective,38.3,3
entrenched,9,9,9,9,0.18,1.0,0.11,1.0,Verb,6.0,0.67,Verb.Adjective,6.3,3
enzymatic,3,3,2,2,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
ephedrine,7,5,4,3,0.14,0.9031,0.06,0.7782,Noun,4.0,0.57,Noun.Adjective,4.3,3
epi,135,74,121,69,2.65,2.1335,0.88,1.8751,Noun,129.0,0.97,Noun.Adjective.Name,129.3.1,3
epochal,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
equalizing,4,4,4,4,0.08,0.699,0.05,0.699,Adjective,3.0,0.75,Adjective.Verb,3.1,3
equidistant,7,4,5,4,0.14,0.9031,0.05,0.699,Noun,4.0,0.57,Noun.Adjective,4.3,3
erstwhile,5,5,4,4,0.1,0.7782,0.06,0.7782,Adjective,3.0,0.6,Adjective.Adverb,3.2,3
erudite,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
ethmoid,4,4,4,4,0.08,0.699,0.05,0.699,Adjective,3.0,0.75,Adjective.Noun,3.1,3
euphonious,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
excavated,14,13,13,12,0.27,1.1761,0.15,1.1461,Verb,11.0,0.79,Verb.Adjective,11.3,3
existent,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
exited,38,35,38,35,0.75,1.5911,0.42,1.5563,Verb,35.0,0.92,Verb.Adjective,35.3,3
exonerating,8,8,8,8,0.16,0.9542,0.1,0.9542,Verb,5.0,0.63,Verb.Adjective,5.3,3
exp,3,2,3,2,0.06,0.6021,0.02,0.4771,Adjective,3.0,1.0,Adjective,3,3
expedited,11,11,10,10,0.22,1.0792,0.13,1.0792,Verb,8.0,0.73,Verb.Adjective,8.3,3
explained,598,520,589,516,11.73,2.7774,6.2,2.7168,Verb,592.0,0.99,Verb.Adjective,592.3,3
expressionless,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
faking,230,157,219,153,4.51,2.3636,1.87,2.1987,Verb,221.0,0.96,Verb.Noun.Adjective,221.6.3,3
